customer_id,annual_income,credit_score,loan_amount,loan_term,debt_to_income,employment_years,num_delinquencies,credit_utilization,num_accounts,home_ownership,loan_purpose,default,loan_to_income,credit_score_bucket,high_utilization_flag,has_delinquency,low_employment_years,dti_util_interaction,loan_income_ratio,risky_profile_flag,existing_customer,relationship_tenure_months,num_existing_products,offered_interest_rate,estimated_monthly_payment,payment_to_income_ratio,review_flag,response_probability,accepted_offer
6151,131765.75282499203,676.3212086655865,15454.335774582378,36,0.2397222613879404,6,0,0.6527195366386418,10,MORTGAGE,debt_consolidation,0,0.1172864378120402,high,0,0,0,0.1564714033751038,0.1172864378120402,0,1,34,4,0.1675,549.08,0.05,0,0.428,1
6152,48488.42577926812,760.7329434377822,11203.043205298458,36,0.4132406922975538,10,0,0.5658143744184405,2,MORTGAGE,debt_consolidation,0,0.2310457191591776,high,0,0,0,0.2338175237965836,0.2310457191591776,0,1,1,1,0.1665,397.48,0.0984,0,0.3834,1
6153,51809.10871191891,645.6866365639918,23328.071252507463,36,0.4904864599144118,12,2,0.5196846143556939,14,RENT,debt_consolidation,0,0.4502696887099791,medium,0,1,0,0.2548982667673106,0.4502696887099791,1,0,0,0,0.266,947.4,0.2194,1,0.1559,0
6154,48878.16685068776,743.5663208783498,20814.47234462836,60,0.2067031049337203,9,0,0.4436430745173716,5,MORTGAGE,home_improvement,0,0.4258439643979741,high,0,0,0,0.0917024009850825,0.4258439643979741,0,1,35,1,0.2187,573.32,0.1408,0,0.0356,0
6155,96737.75336169369,764.5907992395262,33928.64689751377,60,0.3995275684838274,16,0,0.5678840400813258,12,OWN,debt_consolidation,0,0.35072808410494,high,0,0,0,0.2268853297144644,0.35072808410494,0,1,58,4,0.2376,971.34,0.1205,0,0.2395,1
6156,88454.5636258932,625.8182044746176,44737.59157112562,36,0.318621018724671,14,0,0.9124966309040098,5,RENT,home_improvement,0,0.5057691738758843,medium,1,0,0,0.2907406061214657,0.5057691738758843,0,1,10,1,0.1999,1662.27,0.2255,1,0.1473,0
6157,70243.8692275063,632.6764238197989,7371.497598515671,36,0.0933788393597994,16,0,0.4717473064517926,13,RENT,credit_card,0,0.1049415084829094,medium,0,0,0,0.04405121594758,0.1049415084829094,0,1,47,2,0.1558,257.64,0.044,1,0.4838,0
6158,47459.42815083105,729.8863422488905,21473.05213968445,60,0.6822239188848558,7,0,0.0925239073916692,2,MORTGAGE,debt_consolidation,0,0.4524507137125289,high,0,0,0,0.063122022691284,0.4524507137125289,0,0,0,0,0.1806,545.96,0.138,1,0.1039,0
6159,77771.30374919773,690.6293284749099,21455.25878206974,60,0.1219617679580152,19,1,0.5793367753375936,4,RENT,debt_consolidation,0,0.2758762904500645,high,0,1,0,0.0706569373632683,0.2758762904500645,0,0,0,0,0.2452,623.72,0.0962,0,0.4712,0
6160,28061.33617992587,631.9756931419424,19858.019302353376,60,0.0237974498528197,5,0,0.350262954800387,5,RENT,debt_consolidation,0,0.7076647802627255,medium,0,0,0,0.0083353651021626,0.7076647802627255,0,0,0,0,0.2091,536.19,0.2293,1,0.0628,0
6161,79302.7970057248,655.3473686316289,9151.754290344985,36,0.0663777327747692,17,0,0.294116139680857,6,RENT,debt_consolidation,1,0.115402667191788,medium,0,0,0,0.0195227625244826,0.115402667191788,0,1,30,3,0.1823,331.91,0.0502,0,0.3184,0
6162,101145.73158263802,675.0636313090806,10828.025543574497,60,0.1347443549196677,14,2,0.5180078134020205,5,MORTGAGE,credit_card,0,0.1070537072997562,high,0,1,0,0.0697986286602028,0.1070537072997562,0,1,27,3,0.2068,291.01,0.0345,1,0.2093,0
6163,37464.02590098966,570.4601902531177,22404.056119161192,60,0.3984499862234799,1,0,0.617861241786609,9,RENT,credit_card,0,0.5980151780209864,low,0,0,1,0.2461868032778965,0.5980151780209864,0,1,26,2,0.2121,608.76,0.195,1,0.3133,1
6164,29024.45169511009,733.5950174537886,10546.499266927636,60,0.3557989489512425,12,0,0.4381017570152818,8,RENT,debt_consolidation,0,0.3633660121249111,high,0,0,0,0.1558761446797298,0.3633660121249111,0,1,30,2,0.1602,256.58,0.1061,0,0.0815,0
6165,122383.1367508458,646.4915467742567,21592.71972167008,60,0.2860485384353675,17,0,0.5694064460886469,3,RENT,other,0,0.1764354166330388,medium,0,0,0,0.1628778816793343,0.1764354166330388,0,1,15,2,0.2074,581.05,0.057,0,0.6843,1
6166,56647.21081486245,485.1398643341331,17540.50215454395,36,0.0733391448607688,12,0,0.8509420776602812,7,MORTGAGE,debt_consolidation,0,0.3096445862367548,low,1,0,0,0.0624073643016509,0.3096445862367548,0,1,3,1,0.2236,673.16,0.1426,1,0.4258,0
6167,109078.43537831468,678.3290322183383,21416.57903121282,36,0.1357612388457366,5,0,0.4216274925298162,14,OWN,debt_consolidation,0,0.1963410912224562,high,0,0,0,0.0572406707172694,0.1963410912224562,0,0,0,0,0.1697,763.26,0.084,0,0.2327,1
6168,70380.07004406505,628.0900118774545,10466.99529565566,60,0.0469875480837537,2,0,0.529801974262402,9,OWN,other,0,0.1487210127661643,medium,0,0,0,0.0248940957405222,0.1487210127661643,0,0,0,0,0.2068,281.29,0.048,1,0.5223,0
6169,70141.35549176017,798.2175534611873,21574.692423345365,60,0.2253843925517088,2,0,0.6273987277976669,13,RENT,debt_consolidation,0,0.3075887580412137,high,0,0,0,0.141405881152392,0.3075887580412137,0,0,0,0,0.1808,548.8,0.0939,0,0.3746,1
6170,88152.38098489936,639.0188485356023,11190.474165234096,60,0.0853889341705911,18,0,0.3849646758810305,12,MORTGAGE,debt_consolidation,0,0.1269446615063534,medium,0,0,0,0.0328717233668082,0.1269446615063534,0,1,1,3,0.1828,285.88,0.0389,1,0.6727,0
6171,48480.03429760678,603.1649645494972,21606.956086569186,60,0.3903837504430402,18,0,0.1739679560150632,6,RENT,credit_card,0,0.4456877227743654,medium,0,0,0,0.0679142631260702,0.4456877227743654,0,1,13,2,0.2012,573.84,0.142,1,0.2894,1
6172,78974.91430486937,715.5552868973411,33393.96122439157,60,0.3412183768192138,6,0,0.1200333213546341,10,MORTGAGE,other,0,0.4228426395634563,high,0,0,0,0.0409575750768473,0.4228426395634563,0,0,0,0,0.2361,953.12,0.1448,0,0.6697,1
6173,63555.317555277215,633.7686842394692,22609.838500160706,60,0.1462410422840565,16,0,0.8491029479890816,11,OWN,credit_card,0,0.3557505393650194,medium,1,0,0,0.1241737001203883,0.3557505393650194,0,1,1,2,0.2293,636.5,0.1202,1,0.0692,0
6174,35385.19669784905,625.4380659123437,23218.70382383057,60,0.4226857005226663,18,0,0.2366737672303765,7,MORTGAGE,credit_card,0,0.6561699803857749,medium,0,0,0,0.1000386170971101,0.6561699803857749,1,1,12,1,0.2027,618.59,0.2098,1,0.1946,0
6175,85124.46224179197,715.6650967977084,28172.06517497548,60,0.210793071635848,7,1,0.8094380280242244,6,RENT,home_improvement,0,0.3309514613393166,high,1,1,0,0.1706239282260898,0.3309514613393166,0,1,15,2,0.2376,806.55,0.1137,1,0.0536,0
6176,67100.76579366252,607.1672884477304,5964.416555267371,36,0.0608210907406891,13,1,0.0553225587420904,7,MORTGAGE,home_improvement,0,0.088887458803664,medium,0,1,0,0.0033647783652597,0.088887458803664,0,1,3,2,0.2064,223.6,0.04,1,0.2036,0
6177,70289.25514665876,577.9908439260383,37189.21573723012,36,0.291235708861468,2,0,0.7465539764585447,1,MORTGAGE,debt_consolidation,1,0.5290882035825478,low,1,0,0,0.2174231765372519,0.5290882035825478,0,0,0,0,0.2664,1511.05,0.258,1,0.4296,0
6178,38695.171697575264,800.8198601466036,9444.1000738763,60,0.0496386630439962,7,1,0.5175168889750199,10,RENT,credit_card,0,0.2440640436342611,high,0,1,0,0.0256888464714082,0.2440640436342611,0,0,0,0,0.2154,258.35,0.0801,0,0.3703,0
6179,122742.01103288413,720.5649116320451,28796.60997368937,36,0.439361246089453,16,1,0.8330645326796257,3,MORTGAGE,credit_card,0,0.2346108698328218,high,1,1,0,0.3660162711510482,0.2346108698328218,0,0,0,0,0.2382,1126.99,0.1102,1,0.4694,0
6180,101301.42559158348,661.5053500503944,27469.09987256323,36,0.3740364025369396,3,1,0.2263825346524726,11,OWN,debt_consolidation,1,0.2711620267126262,medium,0,1,0,0.0846753088586049,0.2711620267126262,0,1,1,1,0.2438,1083.21,0.1283,0,0.3495,1
6181,103924.67652515936,679.7565953208644,10978.336384952396,36,0.2964833328395225,1,0,0.1578559295182932,6,OWN,credit_card,1,0.1056374361885936,high,0,0,1,0.0468016520920643,0.1056374361885936,0,1,1,2,0.1464,378.64,0.0437,0,0.5088,0
6182,65836.65892674954,715.4105050681309,30088.861367667625,36,0.2299659638743635,14,0,0.7114175019312732,7,RENT,home_improvement,0,0.4570229087822901,high,1,0,0,0.163601811548717,0.4570229087822901,0,1,49,2,0.2173,1144.98,0.2087,1,0.135,0
6183,23124.51331489739,748.1336214729395,24978.12766413309,60,0.2359462841862742,7,1,0.6096828930020913,12,MORTGAGE,home_improvement,1,1.0801579831287258,high,0,1,0,0.1438524131357812,1.0801579831287258,0,0,0,0,0.2077,672.57,0.349,0,0.0871,0
6184,133587.52147468532,627.0817296079492,38899.786444022575,60,0.1015483921292095,4,3,0.6669314344282619,3,MORTGAGE,other,0,0.2911932642683459,medium,0,1,0,0.0677258148266173,0.2911932642683459,0,0,0,0,0.2687,1184.73,0.1064,1,0.0899,0
6185,73167.07475982395,705.6302568175978,21933.78751341293,60,0.1590453573052948,2,0,0.7900308544526174,3,MORTGAGE,home_improvement,0,0.2997767450060338,high,1,0,0,0.1256507395286238,0.2997767450060338,0,1,15,1,0.2074,590.18,0.0968,1,0.0314,0
6186,52536.00611939839,644.5307076652833,18914.566684774025,60,0.5652255158545058,9,0,0.634114281912675,6,MORTGAGE,debt_consolidation,1,0.3600305406053693,medium,0,0,0,0.3584175721048012,0.3600305406053693,1,0,0,0,0.2435,547.97,0.1252,1,0.1384,0
6187,87504.04723449342,666.7713128841162,14852.374720817956,36,0.3638103899897369,17,0,0.426888210519554,2,OWN,home_improvement,0,0.1697335745036662,medium,0,0,0,0.1553063663511398,0.1697335745036662,0,0,0,0,0.1607,522.69,0.0717,0,0.3345,1
6188,110013.62364009891,691.2485007225433,2566.4472864882664,36,0.2049699690237918,10,1,0.4073329198228618,6,OWN,debt_consolidation,0,0.0233284497096548,high,0,1,0,0.0834910159584626,0.0233284497096548,0,0,0,0,0.1923,94.38,0.0103,0,0.2342,1
6189,74308.48331743601,679.532499886313,16817.724352488403,36,0.2808898853277023,6,1,0.4873660183406947,3,MORTGAGE,home_improvement,0,0.2263230737790595,high,0,1,0,0.1368961850043366,0.2263230737790595,0,1,4,2,0.1807,608.61,0.0983,0,0.2382,0
6190,113357.25503818125,731.48968288118,17241.01605741123,36,0.4977910436370883,6,0,0.635517406949278,4,OWN,debt_consolidation,0,0.1520945090938553,high,0,0,0,0.3163548732548172,0.1520945090938553,0,1,36,4,0.2604,694.99,0.0736,1,0.39,0
6191,107489.99815550604,714.0960591380916,22620.581825574347,60,0.3353882008370442,4,0,0.3676526794345423,3,RENT,other,0,0.210443596739472,high,0,0,0,0.1233063706884696,0.210443596739472,0,1,34,2,0.1811,575.79,0.0643,0,0.5905,1
6192,42708.56437793825,574.4281553439475,5768.968891175344,60,0.5489478655591,5,0,0.5589247988474542,3,RENT,other,0,0.1350775652393578,low,0,0,0,0.3068205753353593,0.1350775652393578,1,1,3,2,0.2145,157.55,0.0443,1,0.0655,0
6193,54786.29683021571,584.952375505419,17609.87788813121,60,0.291560134505983,6,0,0.3352133142103092,2,MORTGAGE,home_improvement,1,0.3214285123592728,medium,0,0,0,0.097734838979354,0.3214285123592728,0,0,0,0,0.2154,481.79,0.1055,1,0.0929,0
6194,103726.11489839302,654.1198320668495,25762.51392022116,36,0.3380970928123772,10,0,0.2817399337738755,10,RENT,debt_consolidation,0,0.2483705665174963,medium,0,0,0,0.095255452538099,0.2483705665174963,0,1,16,1,0.1669,914.49,0.1058,0,0.5304,0
6195,20000.0,808.0037683709277,26755.096754925165,60,0.4375697835298542,18,0,0.955353561322562,13,OWN,home_improvement,0,1.3377548376793704,high,1,0,0,0.4180338510223887,1.3377548376793704,0,1,7,1,0.2088,721.98,0.4332,1,0.2057,0
6196,70516.32920505034,620.3885717248878,1401.8482386267278,60,0.140101681441502,3,0,0.2429748451323454,12,RENT,home_improvement,0,0.0198797676284381,medium,0,0,0,0.0340411843510301,0.0198797676284381,0,1,19,1,0.1924,36.55,0.0062,1,0.6059,1
6197,32075.063951259843,665.4244103271074,27064.06608653224,60,0.3504428802834147,17,0,0.450499667874263,14,RENT,debt_consolidation,0,0.8437727864491271,medium,0,0,0,0.1578744011765784,0.8437727864491271,0,1,17,2,0.2049,724.39,0.271,0,0.3475,1
6198,60703.38595699426,642.4557781130435,17534.26086878508,36,0.3617923581629427,1,1,0.684311552613838,6,RENT,debt_consolidation,1,0.2888514469508916,medium,0,1,1,0.2475786903383051,0.2888514469508916,0,1,1,1,0.1565,613.45,0.1213,0,0.7749,1
6199,66035.39732912388,641.2168931138344,18149.89122501446,60,0.4128665219688244,0,0,0.5653374416302223,5,MORTGAGE,debt_consolidation,0,0.2748509429613878,medium,0,0,1,0.2334089032646231,0.2748509429613878,1,0,0,0,0.2077,488.71,0.0888,0,0.1906,1
6200,64252.66866277476,692.4767820733539,1000.0,60,0.1071685932753224,0,0,0.5829305658939218,6,MORTGAGE,credit_card,0,0.0155635558926409,high,0,0,1,0.0624718487240392,0.0155635558926409,0,0,0,0,0.2064,26.85,0.005,0,0.6669,1
6201,58432.162436621744,778.0544093336956,34935.7116255788,60,0.6232599706364486,10,1,0.5057043225120041,11,RENT,other,0,0.5978849689650596,high,0,1,0,0.3151852611995568,0.5978849689650596,0,1,14,3,0.2358,996.57,0.2047,1,0.0565,0
6202,42085.69051113558,711.9177879916413,21767.98885011295,60,0.4708004880365941,6,0,0.3237299590490931,2,OWN,debt_consolidation,1,0.517230169808811,high,0,0,0,0.1524122227123796,0.517230169808811,0,0,0,0,0.2405,626.86,0.1787,1,0.5505,0
6203,143757.3380045606,623.7528327001036,4685.39573477293,36,0.2284524336391504,15,0,0.2061279015476633,6,MORTGAGE,home_improvement,0,0.03259239354162,medium,0,0,0,0.0470904207494948,0.03259239354162,0,1,19,3,0.1623,165.25,0.0138,1,0.5048,1
6204,131023.86012484052,850.0,23752.015749164664,60,0.1931375708098621,3,1,0.6780926365939299,8,OWN,home_improvement,1,0.181280079264588,high,0,1,0,0.1309651646158062,0.181280079264588,0,0,0,0,0.2338,674.71,0.0618,0,0.4945,1
6205,40138.02539231151,685.5001254672788,23444.784408470245,36,0.2206834210725326,12,0,0.8898103360359387,2,OWN,credit_card,1,0.5841040803262091,high,1,0,0,0.1963663890621108,0.5841040803262091,0,1,24,2,0.2202,895.58,0.2677,1,0.3261,0
6206,122463.50253910702,639.594533053252,32225.44152932989,60,0.2674547598741161,13,0,0.7320433187492806,13,OWN,other,0,0.2631432292962223,medium,1,0,0,0.1957884700335398,0.2631432292962223,0,0,0,0,0.2823,1007.89,0.0988,1,0.069,0
6207,63016.03528581441,778.8467462274313,16903.11230709122,60,0.0569499396502861,19,2,0.2203618600724956,13,MORTGAGE,credit_card,0,0.2682350965140465,high,0,1,0,0.0125495946323534,0.2682350965140465,0,1,42,3,0.1844,433.24,0.0825,1,0.1401,0
6208,78875.62419995131,647.1650567439327,20119.96068938586,60,0.4413234027171182,15,0,0.8076010672002519,12,OWN,other,0,0.255084646152863,medium,1,0,0,0.3564132510147912,0.255084646152863,1,1,40,2,0.1929,525.19,0.0799,1,0.2881,0
6209,73101.78120309253,796.403955849121,13571.92199762092,60,0.2661232826013828,8,0,0.2349766040271776,7,RENT,other,0,0.1856578837624973,high,0,0,0,0.0625327451982378,0.1856578837624973,0,1,1,2,0.196,356.55,0.0585,0,0.4295,1
6210,55207.540762381024,619.0550046323333,25979.48613992738,60,0.1818644627552297,8,0,0.6453451674942741,6,RENT,home_improvement,0,0.4705785800399116,medium,0,0,0,0.1173653521780298,0.4705785800399116,0,0,0,0,0.2001,688.39,0.1496,1,0.5892,1
6211,104515.5703081844,780.1021272244958,12165.096583249504,36,0.1816980099279222,6,0,0.2113363948229785,3,MORTGAGE,home_improvement,0,0.1163950648430847,high,0,0,0,0.0383994023646768,0.1163950648430847,0,1,39,2,0.1691,433.17,0.0497,0,0.3047,0
6212,78776.59591729974,694.0733364997186,11070.094829197702,60,0.1676075889027972,6,1,0.4363579584855009,13,RENT,other,0,0.1405251737543806,high,0,1,0,0.0731369053203016,0.1405251737543806,0,1,16,3,0.157,267.43,0.0407,0,0.7051,0
6213,60703.45730342276,770.3736562891704,19322.024622200795,60,0.3488784489987772,10,2,0.9710203534400652,5,OWN,credit_card,1,0.3183018806540533,high,1,1,0,0.3387680748544144,0.3183018806540533,0,1,52,2,0.266,585.34,0.1157,1,0.1321,0
6214,35862.316685985825,813.1235996091082,7741.362286961712,60,0.0715739752789405,6,0,0.3319788390969672,9,RENT,other,0,0.2158634188228837,high,0,0,0,0.0237610452226576,0.2158634188228837,0,1,65,1,0.1509,184.52,0.0617,0,0.3941,0
6215,48192.14958842639,600.7174896635122,36021.312185392344,36,0.4707997176992674,18,1,0.6145307996491446,3,MORTGAGE,home_improvement,1,0.7474518670006703,medium,0,1,0,0.2893209269923223,0.7474518670006703,1,1,24,2,0.2859,1501.49,0.3739,1,0.0261,0
6216,25758.59653193709,769.3040274530825,39272.667277418754,36,0.0738236580062719,6,0,0.3569549511728287,10,RENT,credit_card,0,1.524643131360105,high,0,0,0,0.0263517202390283,1.524643131360105,0,1,20,1,0.1848,1429.3,0.6659,0,0.0777,0
6217,75366.70645245508,581.3767266902216,15464.099145781844,60,0.3503055060032229,15,2,0.6496012210262386,13,RENT,other,1,0.2051847542964101,medium,0,1,0,0.2275588844319079,0.2051847542964101,0,0,0,0,0.2051,414.06,0.0659,1,0.2081,1
6218,39100.032231468125,606.697095132624,6134.049934428347,36,0.1060372742603596,15,1,0.3237078559809941,11,MORTGAGE,home_improvement,1,0.1568809431654308,medium,0,1,0,0.0343250987048896,0.1568809431654308,0,0,0,0,0.2415,241.13,0.074,1,0.1227,0
6219,67033.18462444376,623.7613378145294,23365.92038902061,60,0.1915293552711577,14,0,0.3750522992480919,13,MORTGAGE,other,0,0.3485724349750141,medium,0,0,0,0.0718335250679523,0.3485724349750141,0,1,42,1,0.1955,613.25,0.1098,1,0.0727,0
6220,116103.05560831112,715.2545645324503,15178.97482031076,36,0.1144027277515673,1,0,0.7924966032926654,12,RENT,home_improvement,0,0.1307370830220721,high,1,0,1,0.0906637731505326,0.1307370830220721,0,1,1,3,0.2084,570.61,0.059,1,0.3695,0
6221,110978.98718764757,682.3111113854402,31746.81132528032,60,0.0972520568864829,6,1,0.4513470930881539,10,RENT,debt_consolidation,0,0.2860614619893361,high,0,1,0,0.0438944331725578,0.2860614619893361,0,1,34,3,0.1751,797.68,0.0863,0,0.4842,0
6222,74031.69317692147,668.3004741086015,12128.534044700964,36,0.4342243595599833,14,0,0.3712321613738052,12,RENT,home_improvement,1,0.1638289430386561,medium,0,0,0,0.1611980475206089,0.1638289430386561,0,0,0,0,0.1938,446.92,0.0724,1,0.0714,0
6223,72387.4582157055,690.2364695315653,25445.132224284425,36,0.2156379541114589,0,0,0.5736601388478422,11,MORTGAGE,credit_card,1,0.3515129948078799,high,0,0,1,0.1237028986964441,0.3515129948078799,0,0,0,0,0.2157,966.08,0.1602,0,0.285,0
6224,131396.23648263025,721.3902712505432,21139.93589391693,36,0.2657212362173408,6,0,0.2977706771277149,8,RENT,other,0,0.1608869208103278,high,0,0,0,0.079123992435651,0.1608869208103278,0,0,0,0,0.1679,751.51,0.0686,0,0.5994,1
6225,90622.68361076132,726.7773686758946,13237.3848938659,36,0.3915366968346229,15,0,0.3706549095579178,9,RENT,home_improvement,0,0.1460714289876525,high,0,0,0,0.145124998953843,0.1460714289876525,0,0,0,0,0.1851,481.95,0.0638,0,0.6178,1
6226,65165.80620370431,756.5916784930591,22400.498284919417,36,0.3257600481315345,12,0,0.2560669578182746,1,MORTGAGE,other,0,0.3437462004928334,high,0,0,0,0.0834163845037767,0.3437462004928334,0,1,22,2,0.183,813.18,0.1497,0,0.4249,1
6227,32219.45648638644,807.4024368937207,28785.32558474849,36,0.1234835426238435,4,1,0.3445587120995926,8,RENT,credit_card,0,0.8934143751313007,high,0,1,0,0.0425473304119666,0.8934143751313007,0,1,6,1,0.201,1071.25,0.399,0,0.0322,0
6228,86816.1965449423,678.5046339290966,20868.48519055397,36,0.341382776272545,6,0,0.8933101994831756,13,OWN,home_improvement,0,0.2403754831566546,high,1,0,0,0.3049607159721474,0.2403754831566546,0,0,0,0,0.2695,851.39,0.1177,1,0.2126,0
6229,99879.71317748589,643.5237726508359,20972.846651262586,36,0.6426892748197716,7,0,0.2639493022205645,5,MORTGAGE,debt_consolidation,1,0.2099810460386879,medium,0,0,0,0.1696373856333193,0.2099810460386879,1,1,7,1,0.2203,801.27,0.0963,1,0.392,0
6230,56050.45426459069,722.9475290429632,11272.165721463252,60,0.1954759302426233,10,0,0.7781781465077016,12,MORTGAGE,debt_consolidation,1,0.2011074819849091,high,1,0,0,0.1521150970830733,0.2011074819849091,0,1,47,2,0.1898,292.27,0.0626,1,0.2368,1
6231,83736.08265414098,599.9021628614765,31442.04797904136,60,0.284895286598803,9,1,0.5011451881968471,1,RENT,debt_consolidation,0,0.3754898364249068,medium,0,1,0,0.1427739020189518,0.3754898364249068,0,1,1,2,0.2972,1011.81,0.145,1,0.0969,0
6232,64092.80115254913,632.4907107521872,30445.46578143184,60,0.1728360598624665,14,0,0.939820366525198,13,RENT,debt_consolidation,0,0.4750216129342309,medium,1,0,0,0.1624348491287143,0.4750216129342309,0,1,26,2,0.2157,833.5,0.1561,1,0.2998,0
6233,69479.02802402992,749.9566662474953,15894.408113135034,60,0.4441071421743852,12,1,0.7791236117832542,2,OWN,other,1,0.2287655507703569,high,1,1,0,0.3460143606296461,0.2287655507703569,0,0,0,0,0.2357,453.31,0.0783,1,0.5436,0
6234,20000.0,671.3110137627607,18757.115405170043,60,0.3320713979922011,6,0,0.4350093202586539,3,MORTGAGE,home_improvement,0,0.9378557702116094,high,0,0,0,0.1444541531179283,0.9378557702116094,0,0,0,0,0.1972,494.04,0.2964,0,0.0836,0
6235,68346.55788851593,595.4265279149373,34142.20672690327,60,0.1984957142731036,1,0,0.3495925020483721,8,RENT,debt_consolidation,0,0.4995453726008423,medium,0,0,1,0.069392613398613,0.4995453726008423,0,1,43,3,0.2064,916.79,0.161,1,0.405,0
6236,104081.07907224164,575.7137854244378,8664.291789525447,36,0.2790008600704391,5,0,0.0927189345383586,6,OWN,debt_consolidation,0,0.0832455991682061,low,0,0,0,0.0258686624810167,0.0832455991682061,0,1,1,3,0.2004,322.18,0.0371,1,0.3637,1
6237,56057.92333300326,683.4101675575665,26042.88391358781,36,0.4929187292225148,12,0,0.2045256500265047,2,MORTGAGE,debt_consolidation,1,0.464570971679054,high,0,0,0,0.1008145235044735,0.464570971679054,0,1,32,1,0.2329,1012.07,0.2166,1,0.1384,0
6238,76575.79104645949,759.9327575877606,14413.862268688716,36,0.0833119586450424,5,1,0.3609858610424469,2,RENT,other,0,0.1882300146237525,high,0,1,0,0.0300744391266133,0.1882300146237525,0,1,1,2,0.2062,540.26,0.0847,0,0.6958,0
6239,52321.47879924239,758.998204427183,37780.778767516415,60,0.1404740438261385,11,0,0.8779593175955306,2,MORTGAGE,credit_card,0,0.7220892764090105,high,1,0,0,0.1233304956574812,0.7220892764090105,0,0,0,0,0.2569,1124.19,0.2578,1,0.0635,0
6240,85813.2502887832,687.7616352024986,20634.46728665337,36,0.3982912579121561,11,0,0.9000852685506495,8,MORTGAGE,home_improvement,0,0.2404578222707185,high,1,0,0,0.358496093839239,0.2404578222707185,0,0,0,0,0.2598,831.12,0.1162,1,0.1993,1
6241,68504.3040739148,820.6236593367289,32603.785181400424,36,0.2858704662368775,14,0,0.3648653406405387,14,MORTGAGE,home_improvement,0,0.4759377621841927,high,0,0,0,0.1043042250425879,0.4759377621841927,0,1,41,4,0.1931,1200.28,0.2103,0,0.291,0
6242,46822.7537795398,672.6625743841676,12386.726515388713,36,0.0210617899737047,11,1,0.3078065576448923,7,RENT,other,0,0.2645450238455819,high,0,1,0,0.0064829570696457,0.2645450238455819,0,0,0,0,0.2129,468.51,0.1201,0,0.0636,0
6243,114976.54402995385,670.3002663621812,7514.713176757321,36,0.4846106941835225,2,0,0.5350828222769053,5,RENT,credit_card,1,0.0653586628480868,high,0,0,0,0.2593068579492895,0.0653586628480868,0,0,0,0,0.2311,291.32,0.0304,1,0.4769,1
6244,102867.96040596646,500.27948631827,17657.40542798888,60,0.0321659563778058,0,0,0.7652335652562038,2,RENT,home_improvement,1,0.1716511667785831,low,1,0,1,0.0246144694788638,0.1716511667785831,0,1,2,3,0.1947,462.62,0.054,1,0.4314,1
6245,56852.79708215476,648.6845935587149,22626.834579468363,36,0.2911351422411404,11,1,0.5454497579878231,10,MORTGAGE,credit_card,0,0.3979898217914172,medium,0,1,0,0.1587995928771804,0.3979898217914172,0,1,17,2,0.2731,927.55,0.1958,0,0.0879,0
6246,89933.64928253333,739.6410524435946,14892.683179835863,36,0.1271408335828099,9,1,0.4851041098455877,6,MORTGAGE,debt_consolidation,0,0.1655963401738962,high,0,1,0,0.0616765409002149,0.1655963401738962,0,1,36,3,0.1772,536.32,0.0716,0,0.3733,0
6247,91122.36008461144,789.4772935801793,27583.07426274968,60,0.1959982627347923,0,0,0.8997115140525727,1,OWN,home_improvement,0,0.3027036858662877,high,1,0,1,0.1763418937167939,0.3027036858662877,0,1,45,3,0.2076,742.49,0.0978,1,0.4317,0
6248,94269.03705033528,621.8835756432901,17900.464321895706,60,0.3382801306487026,9,0,0.0577943669052804,8,OWN,credit_card,0,0.1898869966407719,medium,0,0,0,0.0195506859874773,0.1898869966407719,0,0,0,0,0.1804,454.91,0.0579,1,0.363,1
6249,24172.323120147663,712.3576630505133,1000.0,60,0.6949691225038753,19,2,0.8123227389491452,3,MORTGAGE,debt_consolidation,0,0.0413696273621764,high,1,1,0,0.564539221077432,0.0413696273621764,0,1,18,1,0.1976,26.36,0.0131,1,0.1788,0
6250,105198.19623097884,753.2815322626301,25528.119791930007,36,0.3145667385189934,11,1,0.448684321807292,2,OWN,debt_consolidation,0,0.2426668964516884,high,0,1,0,0.1411411637355263,0.2426668964516884,0,1,18,3,0.2331,992.27,0.1132,0,0.1905,0
6251,57909.031112228055,680.7845707237129,11174.629408528426,36,0.063111340165387,14,0,0.7222977978571903,7,RENT,debt_consolidation,0,0.192968681977755,high,1,0,0,0.045585182021275,0.192968681977755,0,0,0,0,0.2701,456.29,0.0946,1,0.1287,1
6252,64265.16199676199,520.1703679730939,16384.026183234815,36,0.1839337460857635,7,1,0.0563677597505921,4,MORTGAGE,other,0,0.2549441357325977,low,0,1,0,0.0103679332093887,0.2549441357325977,0,0,0,0,0.2143,620.86,0.1159,1,0.1185,0
6253,154136.452567806,697.3102999701977,35531.31203539355,60,0.1916660809717467,5,2,0.597323525020018,4,MORTGAGE,other,0,0.230518553160113,high,0,1,0,0.1144866591128159,0.230518553160113,0,1,14,3,0.223,987.44,0.0769,1,0.1371,0
6254,84056.20142163035,733.3001436842625,37728.1172412109,36,0.5325177574568561,15,2,0.6320866727146454,7,OWN,other,0,0.4488439472956412,high,0,1,0,0.3365973774723687,0.4488439472956412,0,0,0,0,0.2437,1487.44,0.2123,1,0.1384,0
