customer_id,annual_income,credit_score,loan_amount,loan_term,age,employment_length_years,debt_to_income,credit_utilization,delinquency_count,inquiry_count,existing_customer,relationship_tenure_months,num_existing_products,default,income_per_month,loan_to_income_ratio,estimated_monthly_payment,payment_to_income_ratio,risk_score_band,review_flag
4381,133342.8671295147,665.5791638236218,5533.781374358256,36,55,2,0.1220131353876241,0.4533150939688499,1,0,0,0,0,0,11111.905594126225,0.04150039288522155,191.83000905450692,0.017263466415575485,fair,1
4382,84376.19741947738,600.6616989977005,11197.190299919956,36,34,20,0.2917411771820914,0.8004141965826825,0,2,0,0,0,0,7031.349784956448,0.13270555728080838,388.15359178655257,0.055203282954547746,fair,1
4383,89244.48968589274,628.199852301875,24180.46653799567,36,28,18,0.6881903686273791,0.1642173244149627,0,1,1,92,2,0,7437.0408071577285,0.27094632534547436,838.2223295664323,0.1127091206285949,fair,1
4384,54239.55152303359,699.9086779487847,9725.753251323018,60,37,8,0.563068490394051,0.3047439808766101,0,0,0,0,0,0,4519.962626919466,0.17931109269982679,231.37478090974327,0.05118953406396743,good,1
4385,96668.22441534008,535.0283543840974,14569.51810252427,36,29,11,0.0226738017038717,0.7441525605466456,0,2,0,0,0,0,8055.685367945007,0.15071672403720646,505.05623559281827,0.06269562581724338,poor,1
4386,63587.01717053965,673.6828090157287,20818.215160700925,36,37,2,0.5376018512612014,0.2850740563800056,2,0,1,115,1,0,5298.918097544971,0.3273972594836351,721.6689877342793,0.13619176109410755,good,1
4387,66499.70478877502,760.3139695918952,22826.427391301582,60,30,3,0.7238133982611027,0.9035071830611524,1,0,0,0,0,1,5541.642065731252,0.3432560710376472,543.0386212909643,0.09799236665807914,excellent,1
4388,93330.0587947578,620.9731772788714,9527.74051821526,60,38,7,0.1350936435921689,0.6709178636246581,0,0,0,0,0,0,7777.5048995631505,0.10208651576086152,226.6640760875831,0.02914354654680718,fair,0
4389,26130.073048191007,582.6800458040491,21409.429165811773,60,38,6,0.3880511248033928,0.3857815700859781,0,2,0,0,0,1,2177.5060873492507,0.8193405784020421,509.32836302098406,0.2339044495655586,fair,1
4390,122910.83579552948,670.248642849098,23988.547528637024,60,44,12,0.0876411334682728,0.9014555791201831,1,0,0,0,0,1,10242.569649627456,0.19517032304904697,570.6853531397506,0.05571700975494862,good,1
4391,80471.67644171628,656.3160956964036,7267.99475967947,36,40,18,0.2867698096370115,0.5032799181710699,1,0,1,28,4,0,6705.97303680969,0.09031742696268033,251.94697915204628,0.03757053267758699,fair,1
4392,113428.32626341272,638.3340630765872,22148.429760558283,36,31,0,0.2432307700989328,0.6293834117046152,1,0,0,0,0,1,9452.36052195106,0.19526365670712703,767.7812320519664,0.08122640161552604,fair,1
4393,42737.40730143545,596.815774671767,12834.16770255331,36,57,17,0.2654792975297388,0.3508087641776492,0,0,0,0,0,1,3561.4506084529544,0.3003029082164733,444.89985057882296,0.12492096602377435,fair,1
4394,47305.04627915421,716.3429206830285,21239.15180686076,60,47,5,0.7395412031438687,0.4993214570248827,1,2,0,0,0,1,3942.0871899295175,0.44898279310575745,505.27748021498434,0.1281751152987165,good,1
4395,40142.99335200564,721.6684458009212,27230.790030071446,60,35,13,0.1914953330548169,0.6206615628333113,2,3,0,0,0,1,3345.2494460004696,0.6783447808839743,647.8180059061159,0.19365312398063,good,1
4396,82508.93017994516,605.4047285880458,18237.40979382665,36,31,19,0.1268608204339776,0.3975776885647941,0,2,1,86,2,0,6875.744181662097,0.22103558673989993,632.2046805266558,0.09194709165021374,fair,1
4397,76979.49905754738,615.0922448777368,29134.15415979056,36,24,15,0.4221159906566689,0.2237641383204621,1,2,0,0,0,0,6414.958254795615,0.3784664036022415,1009.9432337830925,0.15743566731251227,fair,1
4398,61067.64542306458,689.5544395804008,27908.139842403514,60,24,0,0.2988365109036375,0.5294160698223391,0,0,1,86,3,0,5088.970451922049,0.4570036989080622,663.9320960313481,0.13046491469608026,good,0
4399,44577.92421344161,612.4519839338633,29078.30095259494,60,55,12,0.1838406602836317,0.4222908201634426,0,0,1,53,3,0,3714.827017786801,0.6523027140679339,691.7701218894288,0.1862186633162125,fair,1
4400,37002.11190807473,692.5063387887752,24031.09939851332,36,53,3,0.3303324915130841,0.4374215357128367,2,0,1,88,1,0,3083.509325672894,0.6494521031006265,833.0444777900478,0.27016116688348163,good,1
4401,73545.48298588031,782.7632570031244,31007.668904394057,36,35,5,0.2364447001297005,0.709470916577962,0,2,0,0,0,0,6128.790248823359,0.4216121459141886,1074.8891226984674,0.17538357145269365,excellent,0
4402,61032.396612342,675.812412314018,23850.95303530245,36,58,12,0.3423446845333948,0.7163808245487364,0,1,0,0,0,0,5086.0330510285,0.39079168374142637,826.7996560039891,0.16256277683335746,good,0
4403,54431.79022925213,595.0468542792531,3327.396336567075,36,49,12,0.0862130599654023,0.5769016118687266,0,1,0,0,0,0,4535.982519104345,0.06112965093545229,115.34508253781841,0.025428908075943165,fair,1
4404,121412.68458394828,707.4472448125224,12079.293432402574,60,44,20,0.61375178107999,0.8461640875518399,0,0,0,0,0,1,10117.723715329024,0.09948955064864831,287.36528670275044,0.028402167795802798,good,1
4405,72530.22965421798,667.5641689336269,17887.42933399045,36,52,5,0.2941320106560126,0.8806269793009066,1,0,0,0,0,0,6044.185804518165,0.24662033222589683,620.0725144294607,0.10258991605839658,fair,1
4406,113101.28801780776,669.489007375608,19127.76950617112,36,49,19,0.1500381309924822,0.3767022430740999,0,0,1,101,3,0,9425.107334817314,0.16912070446969923,663.0692377121328,0.0703513725718895,fair,0
4407,59002.4345195191,713.2726011015152,23577.38759245865,36,44,9,0.6307753302968607,0.4193088862761178,0,1,1,114,4,0,4916.869543293258,0.3996002501262759,817.3164368763067,0.16622699250276454,good,1
4408,82343.2885139597,728.3726181944828,11930.481248399725,36,39,5,0.1450775295413063,0.4816494160894771,0,0,0,0,0,0,6861.940709496642,0.1448871117921439,413.57331832982874,0.060270605034110795,good,0
4409,73335.71951230995,682.4851515831314,40087.087045494205,60,41,13,0.1267198288896377,0.314705029218896,2,1,0,0,0,1,6111.309959359162,0.5466243095660726,953.668136830359,0.15604970833034162,good,1
4410,24071.33071445632,675.7523778303502,18975.41690521685,36,23,12,0.4516805657560357,0.1800101038126763,0,2,0,0,0,0,2005.9442262046932,0.7882994558764731,657.7878941166018,0.32791933354659464,good,1
4411,117850.14918791738,824.4479043331373,19923.12203942162,60,32,18,0.1006479339893321,0.2269665912600672,0,0,0,0,0,0,9820.845765659782,0.1690547035921376,473.9692523334565,0.04826155135665679,excellent,0
4412,70945.39178902752,764.0387799235109,13292.508928656254,60,64,20,0.0923741579883272,0.4200110392124688,1,2,0,0,0,0,5912.11598241896,0.18736254171373432,316.22757247005745,0.053488052899663165,excellent,1
4413,97392.5465889888,738.3482282645617,9966.232398200647,60,32,13,0.466698986627288,0.4525496985627007,0,0,1,100,4,1,8116.0455490824,0.10233054527424278,237.09575783403488,0.02921321182476948,good,1
4414,52439.13832615322,689.1844162116138,18736.96829431173,36,21,13,0.1887638580823021,0.3538119961490306,1,0,1,112,4,0,4369.928193846102,0.3573088515951004,649.5220093454913,0.14863448102225987,good,1
4415,70054.66855260707,609.5979734873519,20275.50724189488,36,53,6,0.1607739369841317,0.7480858353262683,2,2,0,0,0,1,5837.889046050589,0.2894240692378654,702.8558728069501,0.12039555173835412,fair,1
4416,48994.42920229936,758.9170470153796,19130.95903504653,36,45,4,0.0958174794943667,0.7250353387517481,1,2,0,0,0,1,4082.8691001916136,0.390472128079374,663.1798035823142,0.1624298470378981,excellent,1
4417,112079.9544829018,690.1005902702615,36551.55943037454,60,46,12,0.1248725987088569,0.4363755397395113,2,0,0,0,0,0,9339.996206908483,0.32612039859120834,869.5582580158434,0.09310049368966121,good,1
4418,84342.28042352028,639.5981690323806,18736.906486221684,36,40,14,0.0808502766041943,0.7240002067505241,0,1,0,0,0,0,7028.52336862669,0.22215318807972884,649.5198667515448,0.09241199503702341,fair,0
4419,86011.60580042665,662.9801682488613,19140.70725562297,36,53,7,0.4400785094167987,0.4175527370969885,0,0,1,15,4,1,7167.633816702221,0.22253633189703206,663.5177282517109,0.09257137643011168,fair,0
4420,115745.52441314935,612.3672203633296,28152.954784775386,36,60,10,0.2233109751226526,0.1416313709838907,0,1,1,39,3,0,9645.460367762445,0.24323147635532955,975.9296954337815,0.10118020893999044,fair,1
4421,109690.23890697068,754.0130330090103,18289.34171070799,60,36,12,0.3662555942692118,0.2418775866497892,0,1,0,0,0,1,9140.853242247556,0.16673627382699582,435.1017676417858,0.04759968856990456,excellent,0
4422,97960.27608408856,727.812595818525,25393.390687308674,36,50,10,0.216118110282342,0.7058800289958526,0,1,0,0,0,0,8163.356340340713,0.25922130584086867,880.2686690953636,0.1078317094449894,good,0
4423,32348.17958887612,692.7142723069845,7209.552616566383,60,55,0,0.2383196999529251,0.4140325870968368,0,0,1,63,4,0,2695.6816324063434,0.22287351894208995,171.5145977910139,0.06362568771679576,good,0
4424,54129.62641449949,677.0050098462311,7288.554789006786,60,35,10,0.5093451819885726,0.4952412432791869,1,1,0,0,0,0,4510.802201208291,0.1346500109396613,173.39405225252878,0.038439737430216434,good,1
4425,44883.35591965941,632.353178592511,21220.585644555864,36,60,4,0.187771793090005,0.5638258263129637,0,0,0,0,0,0,3740.279659971617,0.47279409503308145,735.6172680040452,0.19667440263355948,fair,0
4426,96826.01080877398,530.8949149369035,17683.824144281498,36,55,2,0.4558804560075027,0.1168006538102114,0,0,0,0,0,1,8068.834234064499,0.18263505845576392,613.0144861585223,0.07597311684686284,poor,1
4427,80119.55825250155,581.0951172337953,11909.752184369476,60,27,9,0.2550555026316687,0.7919905567369749,0,1,0,0,0,1,6676.629854375129,0.14864974850069113,283.3319159082069,0.04243636715611933,fair,1
4428,33284.62699108216,628.0148262336497,21218.517340249826,36,61,16,0.5978114469802609,0.575125688677494,1,2,0,0,0,0,2773.718915923513,0.6374870100030668,735.5455696829672,0.2651838891082742,fair,1
4429,69337.67360966318,617.4923532590303,22091.000941749782,36,28,16,0.1491464372657611,0.2840229879551326,0,4,0,0,0,1,5778.139467471931,0.3186002614652548,765.7904467124748,0.13253235767169763,fair,1
4430,30176.629928436647,700.2552437231245,12901.03122828484,36,34,7,0.2857287521712714,0.607092545666503,1,3,0,0,0,1,2514.719160703054,0.4275172959489477,447.2176925531968,0.17784001464812701,good,1
4431,73405.3053579072,736.8045619381325,14812.041755957382,36,50,11,0.1507182816823668,0.4623381158272303,0,2,0,0,0,0,6117.1087798256,0.2017843490131337,513.4633828013401,0.08393890009130099,good,0
4432,25338.82488038446,671.0092546769275,22166.16549442891,60,54,3,0.3987423464576259,0.6525508109618392,0,1,0,0,0,1,2111.5687400320385,0.8747905871007305,527.3310511126664,0.24973425722097545,good,0
4433,90864.8248015384,778.6241854585004,9789.215486803709,36,43,5,0.5699427708077299,0.1977636335888195,0,2,1,37,3,0,7572.068733461533,0.10773382888347613,339.3457689115606,0.044815463357741454,excellent,1
4434,86338.87878102221,625.1971596289359,13959.671325583193,36,34,9,0.7448260421104154,0.8403952100127748,0,2,1,101,1,1,7194.906565085184,0.16168464916977734,483.9157342198244,0.06725809845827191,fair,1
4435,132238.45480040644,670.5124011276206,25339.351405586665,36,39,8,0.486525265394242,0.3094547401829424,0,1,1,79,1,0,11019.871233367203,0.19161862896568846,878.3953829640998,0.0797101312966966,good,1
4436,100436.19868492028,676.4308974505683,19761.63970007653,36,37,13,0.2422954067143755,0.3530680006125172,0,2,1,91,4,0,8369.683223743357,0.19675814057712668,685.0425172492844,0.08184808180363243,good,0
4437,62312.57232532492,756.4530430184093,15227.971560441203,36,52,15,0.4293616113029467,0.6238565175161859,0,1,0,0,0,0,5192.714360443743,0.2443804033750009,527.8817005415171,0.10165814327494586,excellent,0
4438,99542.10279823458,687.4120957457525,10969.306810179449,36,37,11,0.4379539289469704,0.4868815874010067,0,0,0,0,0,1,8295.175233186215,0.11019766010271381,380.25394976186857,0.04584037576382469,good,0
4439,33070.083571644645,689.349824019069,9867.88648227602,60,34,0,0.3807613728327885,0.6742838687894752,0,0,0,0,0,1,2755.840297637054,0.2983931522458767,234.7561174830592,0.08518494979522641,good,0
4440,46125.82188956744,564.1609819494455,18682.445185295324,36,24,17,0.1962341419132037,0.8588097880513318,0,2,0,0,0,1,3843.818490797287,0.40503224483715516,647.6319512118682,0.16848661105978743,poor,1
4441,84994.2759622533,617.0065303552472,40258.125232364975,36,35,9,0.661993073082017,0.5723508362968734,0,1,0,0,0,0,7082.856330187776,0.4736568995513334,1395.558661501628,0.19703331484454895,fair,1
4442,20000.0,756.7166591588308,25657.86642407897,60,41,17,0.1664167392186318,0.7032122879215831,0,1,1,113,3,0,1666.6666666666667,1.2828933211398037,610.3982970856433,0.36623897803164257,excellent,0
4443,73885.17645198351,534.7260415481971,6671.357571052475,36,28,5,0.1668314801746125,0.5089176448764047,0,1,0,0,0,1,6157.098037665292,0.0902935864990153,231.26439168538022,0.03756061544466046,poor,1
4444,44392.10123644738,774.0094856701439,27072.161673989565,36,21,13,0.2631980190755448,0.5514709337894919,2,3,0,0,0,0,3699.341769703948,0.6098418619381005,938.4637136389846,0.25368397185437785,excellent,1
4445,78039.21165459791,714.9765142267961,12411.133921023897,60,54,5,0.559202496475828,0.5142020093382965,0,2,0,0,0,0,6503.267637883159,0.15903715142326943,295.25974159664736,0.045401751548911164,good,1
4446,42667.9092585821,627.6735070145371,19951.42623393368,60,30,11,0.1825237468983277,0.5446830511711176,0,3,0,0,0,0,3555.6591048818414,0.46759793437624575,474.64260653387936,0.13348934540679566,fair,0
4447,87727.44412365566,621.7565716514898,14111.39395516234,36,26,17,0.2358772397505235,0.7107689909755803,1,2,1,56,1,1,7310.620343637972,0.1608549536119035,489.1752396894125,0.0669129590415951,fair,1
4448,75579.82271002169,812.7168709893815,40227.54812874002,36,61,11,0.4159517492638391,0.6396951165265515,0,0,0,0,0,1,6298.318559168474,0.5322524806991072,1394.4986980393169,0.22140809244840978,excellent,0
4449,117010.97750643991,778.7984064535594,8658.920882850869,36,52,20,0.2025529825893928,0.2684675898618314,1,0,0,0,0,1,9750.914792203326,0.07400092766766528,300.163804637506,0.03078314301820471,excellent,1
4450,75202.03602304867,671.6391459919552,23136.12256135461,36,54,8,0.6315161028358149,0.6947830481347894,0,1,1,62,3,1,6266.8363352540555,0.30765287463701074,802.0198667399519,0.1279784286211872,good,1
4451,51940.71585115601,689.4214210616666,13146.761957487495,36,48,2,0.1336393951172034,0.6972582112694812,1,0,1,68,1,0,4328.392987596334,0.25311091196564217,455.73601389967075,0.10528988821032689,good,1
4452,67593.42432518152,634.767304736281,27388.280793765876,36,58,9,0.2489474783399632,0.7498623233523022,0,1,0,0,0,0,5632.785360431793,0.4051914970545049,949.4220673408464,0.16855285732022168,fair,0
4453,34672.90808949806,689.4348784478274,22934.53820062873,60,53,17,0.1543668714209529,0.5321390734417104,2,1,1,86,3,0,2889.4090074581713,0.6614541284154307,545.6105675634694,0.18883119903284817,good,1
4454,87184.1176411632,632.8267418001493,32545.526461520247,36,38,11,0.8124550147550769,0.6814098576064554,1,2,0,0,0,0,7265.3431367636,0.3732965056215798,1128.1993655777806,0.15528507658690707,fair,1
4455,92695.50738945816,674.5019883078074,27181.177946558437,60,29,12,0.3766966536180397,0.3979552090797616,0,1,1,109,2,0,7724.62561578818,0.29323080170502847,646.6377389739133,0.08371120764332636,good,0
4456,149075.88110078452,806.723056583532,13064.661311264892,36,27,16,0.0667660551652634,0.4559221786480562,0,2,0,0,0,0,12422.990091732043,0.08763765952417704,452.88997307463194,0.036455794433869114,excellent,0
4457,56344.92028186786,673.3070167414702,49162.025775334274,36,40,5,0.5375136063382885,0.5667821141272458,0,0,0,0,0,0,4695.410023488988,0.8725192178554274,1704.2147514752417,0.36295334008891267,good,1
4458,66966.16278974451,606.6384683108461,25554.261336510725,36,29,15,0.2051206943214655,0.5452749341181515,0,1,1,22,2,0,5580.5135658120425,0.38159960600344595,885.8452931080195,0.15873902688387742,fair,1
4459,57727.24426685353,584.3539566410518,14493.38051171488,36,32,20,0.5223935544725745,0.4431767314783288,1,4,0,0,0,1,4810.603688904461,0.25106655783646653,502.4169056760221,0.1044394712311045,fair,1
4460,81363.41103393672,688.8982430155136,22055.4039284622,36,40,4,0.2204889983933775,0.2204706309323295,0,2,1,91,1,1,6780.28425282806,0.2710727542997406,764.5564667412183,0.11276171294876902,good,0
4461,86450.7160343884,626.7373391855047,26308.33626769293,36,59,3,0.2310741940199548,0.2064734282809473,0,0,1,58,2,0,7204.2263361990335,0.3043160019278923,911.985501961723,0.12659034562152557,fair,0
4462,73398.75466714468,697.2622199387775,25927.944789352383,60,24,20,0.3267385829168543,0.7464266372235935,0,0,0,0,0,0,6116.562888928723,0.3532477479567539,616.8234367101858,0.10084477962710421,good,0
4463,107589.77750619096,566.6347834810017,24960.280976167785,60,42,20,0.1504142332902149,0.3641040743173303,0,0,0,0,0,0,8965.81479218258,0.23199491210491183,593.8028030395324,0.0662296530473781,poor,1
4464,56490.61488735667,728.3175094203117,29664.821539213717,36,27,20,0.3899685044310543,0.1540540663207611,0,1,1,57,4,0,4707.551240613056,0.5251283172937804,1028.3389601974707,0.21844456011595265,good,0
4465,104585.22143672136,605.7884589744897,28681.710096026312,36,35,18,0.2014857581476579,0.0872983815719624,0,4,1,103,4,0,8715.43511972678,0.27424247615238606,994.2591394943805,0.11408026400539244,fair,1
4466,91154.93560923247,683.2408081494137,11524.338337639016,60,53,5,0.1045030909500648,0.3821768611811205,1,1,0,0,0,0,7596.244634102706,0.12642582939135297,274.16295572152825,0.03609190710559855,good,1
4467,74639.1024030316,656.3187747792019,41080.54104007238,36,32,11,0.4546816940412854,0.3756018483002714,0,0,1,28,3,0,6219.925200252634,0.5503890014338306,1424.0679250894718,0.22895258045911518,fair,1
4468,65551.90077728564,800.2872273595209,39688.87817550214,36,39,20,0.3512643783146648,0.3801628512017518,1,0,1,28,2,0,5462.658398107137,0.6054573201430227,1375.825560266686,0.25186007612915395,excellent,1
4469,147800.03276194108,692.0042421400669,28009.648952398704,60,44,14,0.4253118001934696,0.4864025744383979,0,1,1,53,2,0,12316.669396828423,0.1895104380478984,666.3469884801448,0.054101231993580155,good,0
4470,50489.74047773762,816.1830363680216,20386.9671755062,36,50,11,0.1589872208534487,0.82795700976303,0,2,1,59,4,0,4207.4783731448015,0.40378435266649104,706.7196611692711,0.16796750887945244,excellent,1
4471,83937.99530905244,719.2519680043694,20558.85882711389,60,35,12,0.3417720603047804,0.6652656705461534,2,2,0,0,0,1,6994.832942421036,0.2449291140582167,489.0933724059613,0.06992209483229707,good,1
4472,52493.42789273603,779.7784145618735,16762.35605205357,36,57,4,0.1840913584555499,0.4252690301016305,0,2,1,106,2,0,4374.452324394669,0.3193229462169263,581.0715486773643,0.13283298238367228,excellent,0
4473,128568.62245863918,665.3841255503955,18056.15775038508,60,37,7,0.151891941790924,0.2495855254129177,0,0,1,115,1,0,10714.051871553265,0.1404398476467565,429.5543425388467,0.04009261366740794,fair,0
4474,101604.78986397613,704.1852134643226,1000.0,36,48,15,0.4359166150541688,0.3018135299871639,0,0,0,0,0,1,8467.06582199801,0.009842055687816613,34.6652670348317,0.004094129862634924,good,0
4475,54649.50363476568,765.305051231327,35302.634529129136,36,40,20,0.2267128809955033,0.438256723588905,0,1,1,114,2,0,4554.12530289714,0.6459827112871548,1223.7752529853315,0.26871795818575744,excellent,0
4476,90377.84980293683,743.3471964008834,31774.536416288232,60,51,1,0.0846698068252749,0.3776894321597128,0,0,0,0,0,1,7531.487483578069,0.35157437895700133,755.9133171332782,0.1003670680833145,excellent,0
4477,82730.87163829667,717.1695294729199,3233.1320756759237,36,66,8,0.2667902142916687,0.6217331616192703,2,1,0,0,0,1,6894.239303191389,0.03908011618410419,112.0773867621856,0.01625667195712913,good,1
4478,59501.25714075784,657.044561704859,28899.879148694443,36,39,14,0.0718111868819383,0.6509510434889108,2,1,0,0,0,0,4958.438095063154,0.48570199247794676,1001.8220279638575,0.20204387118582223,fair,1
4479,97744.9265168452,668.8856454335296,19922.853921180696,60,42,9,0.5699127648516394,0.4076877379685096,1,0,1,31,2,0,8145.410543070433,0.20382494141568977,473.96287382501106,0.05818772071225299,fair,1
4480,86679.1617331323,759.6363366122349,18009.538606843314,36,37,17,0.1916517124054862,0.7792942956277567,0,3,1,92,1,0,7223.263477761026,0.20777241319064998,624.3054649803345,0.0864298342177349,excellent,0
4481,81470.96141657856,774.2137874112498,24928.415085640765,36,35,13,0.1869618337960656,0.3360883725355866,0,0,0,0,0,0,6789.24678471488,0.30597914461657616,864.1501656988642,0.12728218504549066,excellent,0
4482,73742.40866273014,638.4996089504228,2572.128106628832,60,34,7,0.298476858053347,0.3178251066419317,0,1,0,0,0,0,6145.200721894179,0.03487990361635585,61.19069256276704,0.009957476626401932,fair,0
4483,87931.63477798953,627.9368717951521,19887.508178122047,60,42,16,0.1339841754644903,0.920656337874408,1,1,0,0,0,0,7327.6362314991275,0.22617011759315078,473.12200182826626,0.06456679709752808,fair,1
4484,81881.62984477378,616.7106348210848,20794.81176798367,36,33,7,0.1105563770818678,0.7927892380841846,0,0,1,87,1,0,6823.469153731148,0.25396186919033303,720.8577028762146,0.10564387213158247,fair,1
4485,76772.79999075051,738.0790431011109,20804.48964566184,60,33,8,0.2573853398679784,0.5361049504062116,0,3,0,0,0,0,6397.733332562543,0.27098776712452005,494.9369071284242,0.07736129052644043,good,0
4486,55769.522520373095,614.9367484556236,6325.106016277232,36,21,5,0.292701931131234,0.8037748212589806,2,1,1,71,3,1,4647.460210031091,0.1134151007632027,219.26148907787078,0.04717877703555963,fair,1
4487,125812.98722287476,737.2322384215223,24469.1596437567,36,59,20,0.3294872855762741,0.230728560520238,0,1,0,0,0,0,10484.41560190623,0.19448834483371474,848.2299531687532,0.08090388489880426,good,0
4488,43487.40169954359,718.1983240184709,30598.14996062086,60,62,8,0.390301419380591,0.4964833091784654,0,1,1,60,2,0,3623.9501416286325,0.7036095228526469,727.9271908753246,0.2008656748095664,good,0
4489,87829.08656639235,641.8435708943954,24073.31464086604,36,50,20,0.3417984572469816,0.3749388550809455,2,0,1,69,3,1,7319.090547199362,0.2740927360367603,834.5078804391449,0.11401797462998321,fair,1
4490,65392.777730957016,789.4701519695886,17708.120888217254,60,32,12,0.2400950373108412,0.3952755593893836,0,0,1,64,4,0,5449.398144246418,0.2707962790753789,421.2745773986361,0.07730662472627724,excellent,0
4491,127786.418083479,577.6418764329142,46890.4060291935,36,27,2,0.7689192316992144,0.3807878900016946,2,4,0,0,0,1,10648.86817362325,0.36694358236252056,1625.4684463736753,0.15264236721863478,poor,1
4492,47895.52388328478,796.1672819830992,10754.25214408064,36,23,16,0.2801509493606703,0.7929479137756972,1,0,1,35,3,0,3991.2936569403987,0.22453564074302287,372.7990223344667,0.09340305532087553,excellent,1
4493,52942.10214719004,702.3220104971847,27734.513004707533,36,50,4,0.3439471183842708,0.7464329873863678,0,0,0,0,0,1,4411.84184559917,0.5238649747430875,961.4242993891992,0.21791903083069597,good,0
4494,45905.45810214524,534.8573550338915,22432.737056806905,36,57,18,0.1452379431367937,0.9834772521950848,0,5,0,0,0,1,3825.4548418454365,0.48867254535185467,777.6368203963759,0.20327957127784493,poor,1
4495,84703.95152851832,791.4315745075129,40123.12949673439,36,44,20,0.3386676479565074,0.87915367432751,1,0,0,0,0,0,7058.662627376526,0.4736866317594636,1390.8789982774304,0.19704568294367242,excellent,1
4496,33808.48021294075,748.0548752953993,23867.49815914709,60,52,11,0.1530711888619058,0.3485416000706324,0,1,1,118,3,0,2817.3733510783954,0.7059618772601749,567.8055997035646,0.20153722235098537,excellent,0
4497,60644.14515726701,650.0251821610873,26011.55244995063,60,47,8,0.5542897452324619,0.472148549974885,1,0,1,82,4,0,5053.678763105584,0.4289210835121275,618.8124553140315,0.122447920455338,fair,1
4498,20000.0,612.4695604331023,25057.169815642585,60,33,9,0.5781499067742997,0.7578083940071705,0,0,0,0,0,1,1666.6666666666667,1.2528584907194862,596.1077796749443,0.3576646675903677,fair,1
4499,82212.64062384272,570.1653279313131,9416.774711422631,36,54,16,0.3426958909924182,0.8948142081685979,0,0,1,102,1,0,6851.053385320226,0.11454168896476372,326.43500997831575,0.04764741880863484,poor,1
4500,59993.55423731212,849.0812313267273,11311.195466261295,36,53,7,0.5692383733907685,0.418337401726229,2,2,1,119,1,1,4999.462853109343,0.18854017918874894,392.1056113211255,0.07842954788609571,excellent,1
4501,30358.29768204441,615.3632688086709,17243.3212336932,60,30,1,0.4101653284171043,0.7594405177982485,0,0,0,0,0,0,2529.8581401703673,0.567993680466605,410.2170361004546,0.16215021286161102,fair,1
4502,107568.28208922176,591.5488006599352,29573.82817479203,36,52,12,0.1114847471372936,0.4433322459513089,5,2,1,29,4,0,8964.023507435146,0.2749307472437581,1025.1846509213951,0.11436657321979314,fair,1
4503,35769.99304845182,698.7543387045105,22330.96738691284,36,40,15,0.485282564508315,0.2587385755497117,0,0,1,42,4,0,2980.8327540376517,0.6242933107658254,774.1089476134515,0.25969553182921645,good,1
4504,98908.31070084646,565.347457326722,17932.65113310109,36,39,3,0.4163338936368899,0.687287162923275,2,1,0,0,0,1,8242.359225070539,0.18130580742762922,621.6401401714267,0.07542017074494668,poor,1
4505,53968.775280365866,611.291612108881,33721.99801115334,60,47,7,0.147577192307543,0.828545876924093,1,1,0,0,0,0,4497.397940030489,0.6248427509304022,802.2432504760511,0.17837942316757344,fair,1
4506,123047.14133686278,749.6478435912328,1000.0,60,46,9,0.1072719269652923,0.2997343946609857,1,1,0,0,0,0,10253.928444738565,0.0081269665359734,23.789908599446402,0.0023200774927713934,excellent,1
4507,97486.5161677844,712.4947416373566,7041.798698389604,36,53,12,0.252385060786928,0.4326635497999925,2,2,1,72,2,1,8123.876347315367,0.07223356598565596,244.10583228520593,0.030047950241860303,good,1
4508,44758.56387377916,652.9541028182432,1000.0,60,32,10,0.1463717087269869,0.5061372706033611,0,3,1,54,4,0,3729.88032281493,0.022342093075141903,23.789908599446402,0.006378196224567879,fair,0
4509,47487.52343369081,681.2814671051966,32083.10504910064,60,49,15,0.4586889587003771,0.6216422021883401,1,1,0,0,0,1,3957.293619474234,0.6756112496206348,763.2541367045415,0.19287275848211502,good,1
4510,93165.7561567293,649.0270628859997,19032.738554269537,36,28,13,0.2186283560180179,0.8707681719163888,1,2,0,0,0,0,7763.813013060775,0.20428899350150906,659.7749643878902,0.0849807901340481,fair,1
4511,67128.656078695,675.6601533441673,29662.917786927923,36,40,14,0.5039890786985692,0.6279489421518589,0,1,0,0,0,0,5594.054673224583,0.44188159750602146,1028.2729661161154,0.18381532287377025,good,1
4512,69919.72478935904,626.6732032208243,18907.416669676248,36,41,1,0.0272338503992906,0.418151904819617,1,0,0,0,0,0,5826.643732446587,0.27041606251120887,655.4306477931555,0.11248854019180848,fair,1
4513,113167.16585316294,639.3832476330801,30231.836685269605,36,54,19,0.0271106287975169,0.8956439635559972,1,2,0,0,0,0,9430.597154430245,0.267143181125778,1047.9946916482922,0.11112707651231238,fair,1
4514,52539.33379890131,637.2525303718197,18732.47683825933,36,42,9,0.3157418877088201,0.1847405325526203,1,0,0,0,0,0,4378.277816575109,0.35654195596774996,649.3663118220594,0.1483154653218667,fair,1
4515,77738.81316526364,629.1897403700972,24099.114250978862,36,39,8,0.211137721000192,0.3634367601036338,0,0,1,30,4,0,6478.234430438636,0.31000105699371766,835.4022308131005,0.12895523304296055,fair,0
4516,103638.8338095692,753.0737697491537,22635.134908112686,36,59,15,0.4952795344216973,0.4370544495231997,1,0,0,0,0,1,8636.569484130767,0.21840399081955256,784.652995959167,0.09085239194914976,excellent,1
